protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,length
JAGVGT010000086.1_6,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,JAGVGT01,JAGVGT01 sp020056965,2434
SYJV01000357.1_9,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella,Aureliella sp005798335,260
JAEYVE010000270.1_4,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NIC37A-2,NIC37A-2 sp023432025,279
JADLAB010000604.1_5,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,JACRDA01,JACRDA01 sp020848455,324
NZ_LGTE01000012.1_31,Bacteria,Bacillota B,Thermincolia,Thermincolales,Thermincolaceae,Thermincola,Thermincola ferriacetica,328
CAIONQ010000008.1_11,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,CAIXIX01,CAIXIX01 sp903859705,358
JALHMY010000171.1_1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp022843805,451
DYOB01000290.1_1,Bacteria,Spirochaetota,Spirochaetia,JABEVK01,JABEVK01,DYOB01,DYOB01 sp020720765,508
JACKQB010000002.1_181,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,Oceaniferula sp024233115,600
SLIC01000029.1_7,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum,Brevefilum sp007135845,1174
MKRX01000027.1_253,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,55-13,55-13 sp001898035,1290
JANWYZ010000060.1_2,Bacteria,Armatimonadota,HRBIN16,HRBIN16,HRBIN16,HRBIN16,HRBIN16 sp025054895,185
DYRK01000938.1_2,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,DYRK01,DYRK01,DYRK01 sp020718785,250
JAEVZK010000017.1_3,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEVZK01,JAEVZK01 sp023392285,263
CAIYLG010000048.1_4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp903927025,283
NZ_JANUCP010000002.1_300,Bacteria,Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Fervidibacter,Fervidibacter sacchari,358
NZ_CP061800.1_84,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,4be13,Desulfonema C,Desulfonema C magnum,398
JACOSL010000033.1_4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,432
JACRPN010000006.1_15,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp016223145,532
JACMIS010000593.1_5,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,JACMIU01,JACMIU01 sp014381035,638
JAJHQX010000022.1_9,Bacteria,Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Fervidibacter,Fervidibacter sp020833105,1078
JADFGT010000038.1_10,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,ATM1,JADFGT01,JADFGT01 sp022567555,1294
DYNE01000065.1_3,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum C,2222
CADDYT010000035.1_2,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,CADDYT01,CADDYT01 sp902810755,87
JAGNJD010000034.1_38,Bacteria,Goldbacteria,PGYV01,PGYV01,DSYL01,DSYL01,DSYL01 sp018000835,266
NZ_VEWM01000124.1_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp020662265,282
JACOSL010000038.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,289
NZ_VEWM01000057.1_43,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp020662265,318
JAFEBR010000919.1_3,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JACQFH01,JACQFH01 sp018242565,396
QNER01001035.1_2,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,UBA10656,UBA10656 sp003646175,501
JADJXS010000001.1_2305,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,Fen-1342,H1-PLA3,H1-PLA3 sp016710275,561
CP054189.1_700,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp001567425,695
CAILEM010000092.1_27,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp903833215,1274
JALENY010000022.1_1,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,JALENY01,JALENY01 sp022767285,1683
JACPZS010000122.1_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,JACPZS01,JACPZS01,JACPZS01 sp016195385,2020
DNGT01000148.1_17,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,UBA11574,UBA11574 sp003486165,2162
NZ_CP036289.1_700,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,Bremerella volcania,2823
LUZV01000225.1_1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp001603765,82
WUQU01000487.1_9,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,WUQU01,WUQU01 sp009889605,124
JAABPS010000495.1_1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABPS01,JAABPS01,JAABPS01 sp011391835,193
PLPI01000097.1_3,Bacteria,Goldbacteria,PGYV01,PGYV01,Palsa-1178,Bog-1181,Bog-1181 sp003159495,384
JAMCWF010000024.1_7,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,JAMCWF01,JAMCWF01,JAMCWF01 sp023481295,599
NZ_JYLM01000011.1_135,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E orientalis,614
LDYB01000001.1_10,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,GBS-DC,LDYB01,LDYB01 sp001442985,1281
JAEURQ010000002.1_792,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURQ01,JAEURQ01 sp016788425,1305
CP021423.1_3058,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp002162075,1322
DYRK01000599.1_3,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,DYRK01,DYRK01,DYRK01 sp020718785,233
JAGNJD010000034.1_42,Bacteria,Goldbacteria,PGYV01,PGYV01,DSYL01,DSYL01,DSYL01 sp018000835,275
CAIXHF010000029.1_4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,UBA953 sp903919185,293
DDEQ01000011.1_46,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp002336105,297
CAJBBX010000182.1_3,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,346
QEUM01000022.1_5,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,ATM1,ATM1,ATM1 sp003577165,353
JAKIYB010000302.1_4,Bacteria,Armatimonadota,CAIYQO01,CAIYQO01,CAIYQO01,JAKIYB01,JAKIYB01 sp022708765,408
JAHBTD010000002.1_709,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAHBTD01,JAHBTD01 sp019638775,498
JACKQB010000002.1_174,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,Oceaniferula sp024233115,642
JAFBGL010000014.1_15,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Oceaniferula,Oceaniferula sp016811075,659
CP054189.1_1404,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp001567425,1288
CAJBBX010000126.1_3,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,275
JACOSL010000038.1_7,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,405
CP054189.1_704,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp001567425,476
QMSU01000230.1_3,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,B78-G9,B78-G9 sp003650975,516
JABAQM010000001.1_2918,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JABAQM01,JABAQM01 sp019187105,541
JAHBTD010000002.1_711,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAHBTD01,JAHBTD01 sp019638775,1297
JAFGJR010000237.1_30,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SG8-4,PLanc-01,PLanc-01 sp016928975,1464
CAISJD010000111.1_4,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,170
CP054189.1_2080,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Nitrosymbiomonas,Nitrosymbiomonas sp001567425,275
QIKY01000383.1_1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,SZUA-33,SZUA-33 sp003233175,298
JAIVJZ010000062.1_15,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,JAIVJZ01,JAIVJZ01 sp020199775,453
NZ_QJRL01000009.1_94,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E sp003205205,1397
LR782234.1_2625,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E fluorescens G,1563
RPGQ01000012.1_76,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,S5133MH16,S5133MH16 sp004193595,2182
NZ_BEXT01000001.1_902,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema B,Desulfonema B ishimotonii,164
JACOSL010000038.1_14,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,250
JAEINQ010000068.1_1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAEINQ01,JAEINQ01,JAEINQ01 sp016342285,265
CAISJD010000111.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,280
MIBH01000060.1_9,Bacteria,Spirochaetota,UBA4802,UBA4802,UBA5550,RBG-16-49-21,RBG-16-49-21 sp001829455,291
PNMZ01000005.1_44,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp013823945,407
DDEQ01000011.1_44,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp002336105,1253
CAISOI010000264.1_3,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAISOI01,CAISOI01 sp903886985,1277
NZ_LGTE01000012.1_33,Bacteria,Bacillota B,Thermincolia,Thermincolales,Thermincolaceae,Thermincola,Thermincola ferriacetica,2384
NZ_JAHTBI010000133.1_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E sp019168305,211
JAEURO010000059.1_10,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,361
JADJAE010000036.1_4,Bacteria,Myxococcota,Polyangia,Polyangiales,Ga0077539,SCUS01,SCUS01 sp016704445,390
CAIONQ010000008.1_8,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,CAIXIX01,CAIXIX01 sp903859705,95
CAILEM010000159.1_4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp903833215,195
CADDYR010000339.1_4,Bacteria,Chloroflexota,Chloroflexia,Thermobaculales,Thermobaculaceae,CADDYR01,CADDYR01 sp902810765,208
NZ_BEXT01000001.1_917,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema B,Desulfonema B ishimotonii,217
RFIV01000077.1_2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,J085,J085 sp003695085,225
JALHMY010000041.1_3,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp022843805,280
JAJZFJ010000261.1_14,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JAJZFJ01,JAJZFJ01 sp021805395,311
JAEUIH010000176.1_1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,359
NZ_QMIE01000036.1_1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Oceanidesulfovibrio,Oceanidesulfovibrio indonesiensis,604
JAGQPF010000700.1_12,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JAGQPF01,JAGQPF01 sp020426845,356
JAHBXU010000246.1_5,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JAHBXU01,JAHBXU01 sp019636315,984
RFGE01000307.1_12,Bacteria,Myxococcota,Polyangia,Haliangiales,J016,J016,J016 sp003696105,1952
JAEVZK010000044.1_12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEVZK01,JAEVZK01 sp023392285,347
JACOSL010000038.1_4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,348
JAIUNY010000015.1_54,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp020161505,426
JAENYV010000010.1_24,Bacteria,Bacillota D,Dethiobacteria,DTU022,UBA8154,DUNV01,DUNV01 sp016841605,2344
JADZDR010000060.1_11,Bacteria,Actinomycetota,Acidimicrobiia,UBA2766,UBA2766,QWHP01,QWHP01 sp020850945,2439
CAISJD010000175.1_13,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,220
CAISOI010000582.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAISOI01,CAISOI01 sp903886985,246
CAISJD010000111.1_2,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,248
JAJPJR010000073.1_3,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,ATM1,JAJPJR01,JAJPJR01 sp021324165,291
JANJUB010000147.1_2,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JANJUB01,JANJUB01 sp024710805,292
JAEURO010000172.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,339
CP021423.1_3063,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp002162075,376
PNMZ01000005.1_46,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp013823945,383
VGRO01000099.1_12,Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,SXRM01,SXRM01 sp016875335,432
JAKIYB010000127.1_5,Bacteria,Armatimonadota,CAIYQO01,CAIYQO01,CAIYQO01,JAKIYB01,JAKIYB01 sp022708765,443
JABAQM010000001.1_2914,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JABAQM01,JABAQM01 sp019187105,1316
JABUFA010000026.1_54,Bacteria,Armatimonadota,HRBIN16,HRBIN16,HRBIN16,HRBIN16,HRBIN16 sp013314755,144
JAEURO010000059.1_19,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEURO01,JAEURO01 sp016788345,152
DYKI01000239.1_5,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,JAAYVH01,JAAYVH01 sp020722705,228
PNMZ01000001.1_848,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp013823945,279
MTPG01000020.1_4,Bacteria,Desulfobacterota F,JdFR-97,JdFR-97,JdFR-97,JdFR-97,JdFR-97 sp002010915,290
MKRX01000027.1_255,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,55-13,55-13 sp001898035,296
JACMIS010000091.1_2,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,JACMIU01,JACMIU01 sp014381035,462
NZ_SIHI01000034.1_26,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus,Thalassoglobus neptunius,649
JANXCD010000036.1_15,Bacteria,Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Fervidibacter,Fervidibacter sp025060305,436
CP075366.1_2191,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp019454145,1258
QHBP01000090.1_1,Bacteria,Chloroflexota,UBA5177,UBA5177,UBA5177,QHBP01,QHBP01 sp003244175,118
JAGQQE010000230.1_6,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp020426345,259
NZ_JANUCP010000010.1_3,Bacteria,Armatimonadota,HRBIN17,HRBIN17,HRBIN17,Fervidibacter,Fervidibacter sacchari,259
CAISOI010000872.1_4,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAISOI01,CAISOI01 sp903886985,294
DKKT01000006.1_32,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002455425,319
NZ_CP037452.1_454,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia fumaroli,346
DKKT01000006.1_31,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UBA6659,UBA6659 sp002455425,417
NZ_CP062252.1_4451,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E allokribbensis,1397
JALOBS010000065.1_6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomonas,Methylomonas sp023228165,1482
CAJBBX010000032.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,252
JAGLYY010000419.1_2,Bacteria,Spirochaetota,Spirochaetia,JAGLYY01,JAGLYY01,JAGLYY01,JAGLYY01 sp023131935,285
JAGQPW010000269.1_2,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JACKHO01,JACKHO01 sp020426515,927
NBLJ01000023.1_1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,4572-123,4572-123,4572-123 sp002084545,193
JAFDHW010000326.1_1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,JAHJUF01,JAHJUF01 sp019308705,208
CAJBBX010000126.1_5,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,219
JAGNJD010000034.1_40,Bacteria,Goldbacteria,PGYV01,PGYV01,DSYL01,DSYL01,DSYL01 sp018000835,241
CAISJD010000175.1_9,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,244
CAISOI010000196.1_3,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAISOI01,CAISOI01 sp903886985,245
JAEVZK010000050.1_3,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAEVZK01,JAEVZK01 sp023392285,313
JACOSL010000019.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,630
JAHCAU010000010.1_50,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SCMT01,SCMT01 sp019634715,1259
CAIVZM010000023.1_12,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,CAIVZM01,CAIVZM01 sp903910385,179
CAIYLG010000048.1_12,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp903927025,239
JACPHN010000174.1_1,Bacteria,CSSED10-310,JACPHN01,JACPHN01,JACPHN01,JACPHN01,JACPHN01 sp016188575,968
JAIUML010000013.1_41,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Saccharospirillum,Saccharospirillum sp022565595,1731
JADLHZ010000034.1_1,Bacteria,Myxococcota,XYA12-FULL-58-9,JADLHZ01,JADLHZ01,JADLHZ01,JADLHZ01 sp020848545,1827
CAIYLG010000007.1_77,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp903927025,2333
CAJBBX010000126.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,189
CAJBBX010000126.1_9,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903951425,269
JAEUIH010000163.1_8,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,F1-80-MAGs062,F1-80-MAGs062 sp016795105,367
VGFB01000281.1_1,Bacteria,Armatimonadota,UBA5377,UBA5377,VGFC01,VGFC01,VGFC01 sp016869015,385
CAMCWC010000001.1_298,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas sp945882415,426
JAFGWA010000057.1_2,Bacteria,Goldbacteria,PGYV01,PGYV01,PGYV01,PGYV01,PGYV01 sp016937715,503
JAGVKY010000112.1_4,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,JAJFMK01,JAGVKY01,JAGVKY01 sp020050175,1720
JAIUNY010000018.1_66,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp020161505,323
CAIXHF010000116.1_7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,UBA953,UBA953,UBA953 sp903919185,324
NZ_BBQM01000016.1_155,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis B,325
JAEWKR010000161.1_18,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,ER46,ER46 sp023457715,1935
JACOSL010000033.1_1,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JACOSL01,JACOSL01 sp016179045,229
JADLFE010000062.1_4,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,JABWBC01,JABWBC01 sp020845755,1564
JAFLEH010000005.1_144,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Luteolibacter,Luteolibacter sp017301995,1793
JAEURN010000011.1_123,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,UphvI-Ar2,UphvI-Ar2 sp016789105,76
JAHJLV010000004.1_14,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula sp018821535,150
NZ_JAJOZU010000004.1_341,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas alba,430
JADJCA010000025.1_6,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,JADJCA01,JADJCA01 sp016703425,443
DYRK01000409.1_5,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,DYRK01,DYRK01,DYRK01 sp020718785,216
CAISOI010000178.1_1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAISOI01,CAISOI01 sp903886985,252
JAKVCH010000257.1_4,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NIC37A-2,NIC37A-2 sp022447485,264
NZ_CP083746.1_2387,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E putida K,939
CAISJD010000175.1_15,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,CAJBBX01,CAJBBX01,CAJBBX01 sp903885605,163
JAFLBD010000003.1_247,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,JAFLBD01,JAFLBD01 sp017303935,1761
URJS01000021.1_11,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp900548205,164
NZ_WVHL01000001.1_419,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E sp009861525,486
NZ_AP021903.1_2766,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas E,Pseudomonas E sp002901475,1277
JAHENP010000280.1_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum sp018609965,430
NZ_CP095482.1_1258,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis litorea,430
NZ_VTOJ01000002.1_1537,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum salinum,434
NZ_FNHL01000001.1_254,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum gelatinilyticum,433
