query,target,evalue,bits,tstart,tend,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,sboA,albA,albC,contig_id
WP_051482183.1,DPWF01000238.1_4,6.172000000000001e-78,269,3,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp003526435,False,False,True,DPWF01000238.1
NP_391619.1,DQHV01000102.1_5,4.676e-28,125,1,208,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,UBA8522,UBA8522,UBA8522 sp003524335,False,False,True,DQHV01000102.1
WP_042691587.1,DQHW01000010.1_44,8.383e-73,265,106,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,UBA6107 sp003524305,False,True,False,DQHW01000010.1
WP_088863145.1,DQUB01000054.1_10,9.274e-31,139,121,307,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Pyrodictiaceae,SZUA-1443,SZUA-1443 sp015662475,False,True,False,DQUB01000054.1
WP_088863145.1,DQUB01000106.1_1,1.589e-21,111,120,273,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Pyrodictiaceae,SZUA-1443,SZUA-1443 sp015662475,False,True,False,DQUB01000106.1
WP_088863145.1,DQVH01000048.1_3,1.2500000000000001e-30,139,120,306,Archaea,Thermoproteota,Thermoprotei A,EX4484-217-1,SZUA-1508,SZUA-1508,SZUA-1508 sp015661855,False,True,False,DQVH01000048.1
NP_391617.1,DQVX01000048.1_2,2.386e-16,95,89,248,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,Aenigmatarchaeales,SZUA-1535,SZUA-1535,SZUA-1535 sp015661515,False,True,False,DQVX01000048.1
NP_391619.1,DRAE01000023.1_5,8.066e-25,115,8,236,Archaea,Thermoproteota,DRAE01,DRAE01,DRAE01,DRAE01,DRAE01 sp011041895,False,False,True,DRAE01000023.1
WP_088863145.1,DRJJ01000231.1_3,4.037e-17,97,19,263,Bacteria,Pseudomonadota,Gammaproteobacteria,DRJJ01,DRJJ01,DRJJ01,DRJJ01 sp011052255,False,True,False,DRJJ01000231.1
WP_088863145.1,DRJZ01000026.1_5,3.027e-17,98,21,195,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,HyVt-429,HyVt-429,HyVt-429 sp011052015,False,True,False,DRJZ01000026.1
WP_042691587.1,DRLF01000099.1_18,5.878e-51,200,12,283,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,Thiolapillus brandeum A,False,True,False,DRLF01000099.1
WP_157895742.1,DSAI01000192.1_6,8.456000000000001e-78,269,1,230,Bacteria,Actinomycetota,Coriobacteriia,OPB41,UBA2279,UBA7930,UBA7930 sp011372845,False,False,True,DSAI01000192.1
WP_088863145.1,DSAR01000564.1_11,4.901e-66,244,31,401,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,DSAR01,DSAR01 sp011046405,False,True,False,DSAR01000564.1
WP_042691587.1,DSAR01000564.1_6,1.0929999999999999e-67,250,124,438,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,DSAR01,DSAR01 sp011046405,False,True,False,DSAR01000564.1
WP_088863145.1,DSBE01000074.1_2,1.238e-72,264,111,413,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,SpSt-1165 sp011053085,False,True,False,DSBE01000074.1
NP_391619.1,DSBM01000036.1_3,3.8829999999999996e-29,128,1,223,Bacteria,Acidobacteriota,Aminicenantia,UBA2199,UBA2199,UBA876,UBA876 sp011049425,False,False,True,DSBM01000036.1
WP_088863145.1,DSBM01000121.1_2,8.705e-28,130,37,216,Bacteria,Acidobacteriota,Aminicenantia,UBA2199,UBA2199,UBA876,UBA876 sp011049425,False,True,False,DSBM01000121.1
WP_042691587.1,DSBM01000146.1_10,1.7840000000000002e-42,175,35,420,Bacteria,Acidobacteriota,Aminicenantia,UBA2199,UBA2199,UBA876,UBA876 sp011049425,False,True,False,DSBM01000146.1
WP_088863145.1,DSDT01000031.1_4,5.128e-71,259,68,458,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,DSDT01,DSDT01 sp011048615,False,True,False,DSDT01000031.1
NP_391619.1,DSEZ01000166.1_2,1.9470000000000003e-26,120,5,205,Archaea,Thermoproteota,Thermoprotei A,Marsarchaeales,UBA168,UBA168,UBA168 sp011055275,False,False,True,DSEZ01000166.1
NP_391619.1,DTPJ01000580.1_3,1.4240000000000001e-72,254,1,239,Bacteria,Poribacteria,DTPJ01,DTPJ01,DTPJ01,DTPJ01,DTPJ01 sp011334435,False,False,True,DTPJ01000580.1
WP_042691587.1,DTXR01000666.1_4,2.719e-50,198,18,280,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,Thiolapillus sp012962365,False,True,False,DTXR01000666.1
NP_391619.1,DUCM01000014.1_191,1.427e-26,121,29,214,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,DUCM01,DUCM01 sp012959785,False,False,True,DUCM01000014.1
WP_042691587.1,DUED01000014.1_40,2.1060000000000003e-65,243,115,429,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,A373,A373 sp011176685,False,True,False,DUED01000014.1
WP_088863145.1,DUEG01000001.1_71,2.977e-19,104,109,315,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,G519,G519 sp011176615,False,True,False,DUEG01000001.1
WP_088863145.1,DUEK01000042.1_12,5.223e-20,106,135,319,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,B4-G1,B4-G1 sp003648025,False,True,False,DUEK01000042.1
WP_088863145.1,DUEW01000018.1_38,3.907e-20,107,132,316,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,DUEZ01,DUEZ01 sp011174845,False,True,False,DUEW01000018.1
WP_042691587.1,DUEZ01000079.1_56,5.6450000000000003e-70,256,126,432,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,DUEZ01,DUEZ01 sp011174825,False,True,False,DUEZ01000079.1
NP_391617.1,DUKF01000159.1_24,6.648e-29,134,120,405,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix A,Methanothrix A sp9297u,False,True,False,DUKF01000159.1
NP_391619.1,DULF01000226.1_3,1.551e-92,312,1,238,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DUMB01,DULF01,DULF01 sp012840535,False,False,True,DULF01000226.1
WP_157895742.1,DULI01000008.1_383,3.4680000000000003e-69,244,1,229,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,DULI01,DULI01 sp012840445,False,False,True,DULI01000008.1
NP_391617.1,DULJ01000089.1_69,1.196e-75,273,10,364,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae J,Schinkia,Schinkia sp012840465,False,True,False,DULJ01000089.1
NP_391619.1,DULK01000050.1_2,2.913e-92,311,1,241,Bacteria,Bacillota B,DSM-12270,Thermacetogeniales,Thermacetogeniaceae,DULK01,DULK01 sp012840385,False,False,True,DULK01000050.1
NP_391619.1,DULL01000036.1_41,2.844e-29,128,1,223,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DULL01,DULL01,DULL01 sp012840395,False,False,True,DULL01000036.1
NP_391619.1,DULN01000007.1_45,1.2540000000000001e-25,118,17,213,Bacteria,Bacillota A,Clostridia,Oscillospirales,CAG-272,DTU078,DTU078 sp012840355,False,False,True,DULN01000007.1
NP_391619.1,DULR01000011.1_9,4.96e-91,307,1,237,Bacteria,Bacillota A,Clostridia,Acetivibrionales A,DSM-8532,DTU059,DTU059 sp012840245,False,False,True,DULR01000011.1
NP_391619.1,DUMB01000061.1_45,1.027e-91,309,1,238,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DUMB01,DUMB01,DUMB01 sp012840085,False,False,True,DUMB01000061.1
NP_391619.1,DUMC01000145.1_44,3.991e-92,310,1,241,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DUMC01,DUMC01,DUMC01 sp012840075,False,False,True,DUMC01000145.1
NP_391619.1,DUMD01000066.1_8,1.4270000000000002e-31,135,18,211,Bacteria,DUMD01,DUMD01,DUMD01,DUMD01,DUMD01,DUMD01 sp012840065,False,False,True,DUMD01000066.1
NP_391617.1,DUMD01000197.1_23,9.406e-84,297,105,461,Bacteria,DUMD01,DUMD01,DUMD01,DUMD01,DUMD01,DUMD01 sp012840065,False,True,False,DUMD01000197.1
NP_391619.1,DUMO01000019.1_25,4.078e-89,302,1,241,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DUMO01,DUMO01,DUMO01 sp012839865,False,False,True,DUMO01000019.1
NP_391619.1,DUMS01000061.1_54,1.9279999999999998e-91,308,15,256,Bacteria,Bacillota A,Clostridia,Tissierellales,Tepidimicrobiaceae,DUMS01,DUMS01 sp012839745,False,False,True,DUMS01000061.1
WP_088863145.1,DUMZ01000003.1_19,1.333e-75,273,118,424,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp012839565,False,True,False,DUMZ01000003.1
NP_391619.1,DUNL01000137.1_6,9.704e-85,289,1,238,Bacteria,Bacillota A,Clostridia,Saccharofermentanales,DTU023,UBA1046,UBA1046 sp012839385,False,False,True,DUNL01000137.1
NP_391619.1,DUNT01000121.1_16,1.407e-91,309,1,237,Bacteria,Bacillota A,Clostridia,Acetivibrionales A,DSM-8532,DTU059,DTU059 sp012839205,False,False,True,DUNT01000121.1
NP_391619.1,DUOA01000027.1_8,9.875e-29,127,18,211,Bacteria,Bacillota A,Clostridia,Caldicoprobacterales,DTU083,DUOA01,DUOA01 sp012839095,False,False,True,DUOA01000027.1
NP_391617.1,DUOD01000067.1_6,1.284e-83,296,103,459,Bacteria,Bacillota A,Clostridia,Mahellales,DUOD01,DUOD01,DUOD01 sp012838995,False,True,False,DUOD01000067.1
WP_157895742.1,DUOF01000056.1_4,1.32e-33,141,1,197,Bacteria,Bacillota,Bacilli,RFN20,DUOF01,DUOF01,DUOF01 sp012839015,False,False,True,DUOF01000056.1
NP_391619.1,DUOI01000134.1_16,1.157e-89,303,21,260,Bacteria,Bacillota A,Clostridia,Caldicoprobacterales,DTU083,DTU083,DTU083 sp012838915,False,False,True,DUOI01000134.1
NP_391619.1,DUON01000024.1_44,3.133e-35,146,19,238,Bacteria,Bacillota A,Clostridia,Christensenellales,DTU072,DTU072,DTU072 sp012838805,False,False,True,DUON01000024.1
WP_157895742.1,DUOT01000028.1_2,1.206e-27,123,20,202,Bacteria,Bacillota,Bacilli,ML615J-28,CAG-698,DUOT01,DUOT01 sp012838705,False,False,True,DUOT01000028.1
NP_391619.1,DUPP01000086.1_4,1.157e-89,303,1,238,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Anaerovoracaceae,DUPP01,DUPP01 sp012838265,False,False,True,DUPP01000086.1
WP_051482183.1,DUQB01000160.1_11,4.75e-36,148,6,203,Bacteria,Bacillota G,Limnochordia,DTU080,DTU080,DUQB01,DUQB01 sp012838035,False,False,True,DUQB01000160.1
NP_391619.1,DUQH01000003.1_117,1.0460000000000001e-26,121,7,223,Bacteria,Bacillota E,DTU015,DTU015,DTU015,DTU015,DTU015 sp012837895,False,False,True,DUQH01000003.1
NP_391619.1,DURJ01000171.1_2,1.0460000000000001e-26,121,24,212,Bacteria,DTU030,DTU030,DUMP01,DUMP01,DUNI01,DUNI01 sp012837285,False,False,True,DURJ01000171.1
NP_391619.1,DURK01000126.1_14,3.6969999999999996e-88,299,1,241,Bacteria,Bacillota A,Clostridia,Caldicoprobacterales,DTU083,DURK01,DURK01 sp012837325,False,False,True,DURK01000126.1
NP_391619.1,DURM01000089.1_48,1.748e-90,306,1,241,Bacteria,Bacillota G,Limnochordia,DTU010,DTU012,DTU012,DTU012 sp012837335,False,False,True,DURM01000089.1
NP_391617.1,DUSF01000033.1_159,2.116e-82,293,10,374,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae J,Schinkia,Schinkia sp012842745,False,True,False,DUSF01000033.1
NP_391619.1,DUSJ01000110.1_2,6.03e-93,313,1,237,Bacteria,Bacillota A,Clostridia,Acetivibrionales A,DSM-8532,DTU059,DTU059 sp012842645,False,False,True,DUSJ01000110.1
NP_391619.1,DUSN01000015.1_4,1.188e-27,124,31,224,Bacteria,Bacillota A,Clostridia,Caldicoprobacterales,DTU083,DUSN01,DUSN01 sp012842605,False,False,True,DUSN01000015.1
NP_391619.1,DUSO01000083.1_3,6.162e-90,304,6,244,Bacteria,Bacillota G,SHA-98,Ch115,Ch115,DUSO01,DUSO01 sp012842565,False,False,True,DUSO01000083.1
NP_391619.1,DUSX01000034.1_224,1.437e-88,300,6,248,Bacteria,Bacillota G,SHA-98,UBA4971,UBA4971,UBA6256,UBA6256 sp012842395,False,False,True,DUSX01000034.1
NP_391619.1,DUUE01000433.1_5,6.499e-97,324,1,240,Bacteria,Bacillota D,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,DUUE01,DUUE01 sp012841735,False,False,True,DUUE01000433.1
NP_391619.1,DUUG01000218.1_2,3.019e-27,123,19,215,Bacteria,Bacillota A,Clostridia,Oscillospirales,QAMX01,DUUG01,DUUG01 sp012841675,False,False,True,DUUG01000218.1
NP_391619.1,DUUO01000012.1_33,1.348e-28,126,19,216,Bacteria,Bacillota A,Clostridia,Christensenellales,DTU072,JAAZJD01,JAAZJD01 sp012841525,False,False,True,DUUO01000012.1
NP_391619.1,DUVS01000021.1_18,5.761e-99,330,1,241,Bacteria,Bacillota G,Limnochordia,DTU010,DTU012,DTU012,DTU012 sp012840925,False,False,True,DUVS01000021.1
WP_051482183.1,DUVY01000188.1_7,1.606e-32,138,3,229,Bacteria,Bacillota A,Clostridia,Christensenellales,DUVY01,DUVY01,DUVY01 sp012840805,False,False,True,DUVY01000188.1
NP_391619.1,DVFI01000120.1_13,6.741000000000001e-26,119,1,222,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-74,Avichristensenella,Avichristensenella intestinipullorum,False,False,True,DVFI01000120.1
NP_391619.1,DVKK01000038.1_11,1.181e-86,295,1,226,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,Ornithoclostridium,Ornithoclostridium excrementipullorum,False,False,True,DVKK01000038.1
NP_391619.1,DVLO01000044.1_5,5.9980000000000004e-30,130,504,705,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-314,Limihabitans,Limihabitans stercoravium,False,False,True,DVLO01000044.1
NP_391619.1,DVNJ01000001.1_51,1.785e-87,297,1,241,Bacteria,Bacillota A,Clostridia,Christensenellales,UBA3700,Caccalectryoclostridium,Caccalectryoclostridium excrementigallinarum,False,False,True,DVNJ01000001.1
NP_391619.1,DVOH01000048.1_20,1.4270000000000002e-31,135,19,216,Bacteria,Bacillota A,Clostridia,Christensenellales,DTU072,Stercoripulliclostridium,Stercoripulliclostridium merdipullorum,False,False,True,DVOH01000048.1
NP_391619.1,DWVZ01000195.1_6,3.8e-24,113,24,210,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia merdavium,False,False,True,DWVZ01000195.1
NP_391619.1,DWXC01000032.1_19,8.189e-30,130,511,729,Bacteria,Bacillota A,Clostridia,Christensenellales,Borkfalkiaceae,Borkfalkia,Borkfalkia stercoripullorum,False,False,True,DWXC01000032.1
NP_391619.1,DWXE01000026.1_111,5.916000000000001e-25,116,1,206,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella merdigallinarum,False,False,True,DWXE01000026.1
NP_391619.1,DXFK01000098.1_7,2.8979999999999996e-22,108,29,232,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia stercoravium,False,False,True,DXFK01000098.1
WP_157895742.1,DXFO01000009.1_59,1.4649999999999998e-73,256,1,230,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger faecavium,False,False,True,DXFO01000009.1
WP_088863145.1,DXGQ01000009.1_45,6.933e-14,87,27,160,Bacteria,Bacillota A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum avicola,False,True,False,DXGQ01000009.1
WP_051482183.1,DXHR01000018.1_44,1.045e-31,135,1,201,Bacteria,Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus,Salinicoccus stercoripullorum,False,False,True,DXHR01000018.1
WP_088863145.1,DXJF01000032.1_49,6.378e-23,115,108,295,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp002505645,False,True,False,DXJF01000032.1
NP_391619.1,DXZF01000324.1_2,4.393e-30,131,7,215,Bacteria,Bacillota A,Clostridia,Christensenellales,QAND01,Allochristensenella,Allochristensenella sp019415425,False,False,True,DXZF01000324.1
WP_088863145.1,DYDH01000044.1_12,2.757e-71,260,44,430,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,OLB14,OLB14 sp020717985,False,True,False,DYDH01000044.1
NP_391617.1,DYDH01000098.1_12,9.957e-20,106,26,209,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,OLB14,OLB14 sp020717985,False,True,False,DYDH01000098.1
WP_157895742.1,DYEA01000016.1_132,5.168e-34,142,4,231,Bacteria,Actinomycetota,Coriobacteriia,OPB41,UBA2279,EMTCatB1,EMTCatB1 sp020725885,False,False,True,DYEA01000016.1
WP_088863145.1,DYEC01000010.1_142,7.969e-72,261,73,464,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,DYEC01,DYEC01 sp020725865,False,True,False,DYEC01000010.1
WP_051482183.1,DYEY01000069.1_15,2.149e-43,169,5,206,Bacteria,Bacillota D,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,JAGXRN01,JAGXRN01 sp020725465,False,False,True,DYEY01000069.1
WP_051482183.1,DYFO01000006.1_20,2.366e-41,163,8,208,Bacteria,Bacillota E,UBA995,UBA995,UBA995,DYFO01,DYFO01 sp020725145,False,False,True,DYFO01000006.1
NP_391619.1,DYFO01000024.1_5,1.5739999999999998e-73,257,1,237,Bacteria,Bacillota E,UBA995,UBA995,UBA995,DYFO01,DYFO01 sp020725145,False,False,True,DYFO01000024.1
NP_391619.1,DYFO01000039.1_2,1.2540000000000001e-25,118,10,211,Bacteria,Bacillota E,UBA995,UBA995,UBA995,DYFO01,DYFO01 sp020725145,False,False,True,DYFO01000039.1
WP_088863145.1,DYGV01000024.1_8,3.846e-76,274,127,433,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,RBG-16-57-11,RBG-16-57-11 sp020724505,False,True,False,DYGV01000024.1
WP_042691587.1,DYGV01000043.1_8,7.452e-15,90,31,215,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,RBG-16-57-11,RBG-16-57-11 sp020724505,False,True,False,DYGV01000043.1
WP_051482183.1,DYGY01000004.1_51,2.325e-38,154,4,203,Bacteria,Bacillota E,DVGY01,DVGY01,DVGY01,DVGY01,DVGY01 sp020724425,False,False,True,DYGY01000004.1
WP_157895742.1,DYGY01000012.1_26,2.2160000000000002e-74,259,1,221,Bacteria,Bacillota E,DVGY01,DVGY01,DVGY01,DVGY01,DVGY01 sp020724425,False,False,True,DYGY01000012.1
WP_088863145.1,DYHT01000010.1_32,1.286e-132,438,28,450,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,CG2-30-58-95,CG2-30-58-95 sp020723995,False,True,False,DYHT01000010.1
NP_391617.1,DYHX01000021.1_7,4.4670000000000003e-26,125,10,326,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,DYHX01,DYHX01 sp020723925,False,True,False,DYHX01000021.1
WP_088863145.1,DYHZ01000005.1_193,4.066e-74,268,135,444,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila A,False,True,False,DYHZ01000005.1
WP_042691587.1,DYIT01000050.1_3,2.2449999999999996e-22,114,14,350,Bacteria,Planctomycetota,JAKEIC01,DYIT01,DYIT01,DYIT01,DYIT01 sp020723505,False,True,False,DYIT01000050.1
NP_391617.1,DYIZ01000024.1_38,5.132e-12,81,56,236,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,DYIZ01,DYIZ01 sp020723385,False,True,False,DYIZ01000024.1
WP_088863145.1,DYIZ01000050.1_32,7.637999999999999e-134,442,34,455,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,DYIZ01,DYIZ01 sp020723385,False,True,False,DYIZ01000050.1
WP_088863145.1,DYJB01000116.1_2,4.021e-18,100,152,336,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,DYJB01,DYJB01 sp020723365,False,True,False,DYJB01000116.1
WP_088863145.1,DYJZ01000019.1_2,1.475e-64,240,40,429,Bacteria,Acidobacteriota,UBA4820,UBA4820,UBA4820,UBA4820,UBA4820 sp020722885,False,True,False,DYJZ01000019.1
NP_391617.1,DYKK01000093.1_8,3.3429999999999997e-44,180,6,335,Bacteria,Myxococcota,UBA9042,DTJE01,DTJE01,DYKK01,DYKK01 sp020722625,False,True,False,DYKK01000093.1
WP_088863145.1,DYKV01000007.1_15,8.741999999999999e-68,250,41,430,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UBA4823,UBA4823 sp020722415,False,True,False,DYKV01000007.1
WP_088863145.1,DYKX01000006.1_4,1.238e-72,264,126,437,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA7227,UBA7227 sp020722375,False,True,False,DYKX01000006.1
WP_042691587.1,DYKX01000019.1_21,4.134e-21,110,15,211,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA7227,UBA7227 sp020722375,False,True,False,DYKX01000019.1
NP_391617.1,DYKY01000102.1_3,1.9170000000000002e-58,222,145,457,Bacteria,Chloroflexota,Anaerolineae,B4-G1,SLSP01,DSWT01,DSWT01 sp020722365,False,True,False,DYKY01000102.1
WP_042691587.1,DYKZ01000019.1_10,5.393e-111,376,20,441,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA877,UBA877 sp020722345,False,True,False,DYKZ01000019.1
WP_042691587.1,DYLA01000149.1_5,1.807e-16,95,37,221,Bacteria,Chloroflexota,Anaerolineae,UBA4142,UBA4142,DYLA01,DYLA01 sp020722265,False,True,False,DYLA01000149.1
WP_088863145.1,DYLB01000056.1_7,2.709e-142,466,42,449,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5796,UBA5796 sp020722305,False,True,False,DYLB01000056.1
WP_088863145.1,DYNS01000018.1_14,1.43e-133,441,30,439,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA5195,UBA5195 sp020720965,False,True,False,DYNS01000018.1
WP_042691587.1,DZCR01000005.1_37,4.773e-62,233,45,432,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,0-14-0-80-60-11 sp022736495,False,True,False,DZCR01000005.1
NP_391619.1,FR884474.1_2,5.066e-88,299,1,240,Bacteria,Bacillota A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp000435535,False,False,True,FR884474.1
NP_391619.1,FR897033.1_41,8.625e-33,139,1,241,Bacteria,Bacillota,Bacilli,RFN20,CAG-826,CAG-826,CAG-826 sp000437235,False,False,True,FR897033.1
NP_391619.1,HF988635.1_38,8.066e-25,115,19,210,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-917,CAG-1138,CAG-1138 sp000434675,False,False,True,HF988635.1
NP_391619.1,HF998491.1_72,3.019e-27,123,25,230,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-314,Fimimonas,Fimimonas gallinarum,False,False,True,HF998491.1
NP_391617.1,HG425166.1_699,2.5240000000000002e-30,138,131,468,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp000499765,False,True,False,HG425166.1
NP_391617.1,JAABPW010000026.1_5,2.386e-16,95,26,278,Bacteria,Verrucomicrobiota,Kiritimatiellia,CAIKKV01,CAITUY01,JAABPW01,JAABPW01 sp011391785,False,True,False,JAABPW010000026.1
WP_051482183.1,JAABRX010000027.1_6,1.112e-37,153,1,204,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAABTL01,JAABTL01 sp011390675,False,False,True,JAABRX010000027.1
WP_051482183.1,JAABSI010000043.1_19,5.317e-37,151,1,204,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAABTL01,JAABTL01 sp011390455,False,False,True,JAABSI010000043.1
NP_391619.1,JAABTH010000001.1_18,2.526e-97,325,1,240,Bacteria,Bacillota D,Dethiobacteria,DTU022,DTU022,JAABTH01,JAABTH01 sp011389985,False,False,True,JAABTH010000001.1
WP_051482183.1,JAABTL010000030.1_10,1.8590000000000003e-36,149,1,201,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAABTL01,JAABTL01 sp011389865,False,False,True,JAABTL010000030.1
WP_088863145.1,JAABTM010000390.1_2,1.69e-18,102,15,193,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,JAABSP01,JAABTD01,JAABTD01 sp011389855,False,True,False,JAABTM010000390.1
WP_051482183.1,JAACCT010000020.1_30,1.4280000000000002e-31,135,3,205,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp009937255,False,False,True,JAACCT010000020.1
NP_391617.1,JAACEH010000019.1_2,5.65e-75,271,2,343,Bacteria,Planctomycetota,Phycisphaerae,FEN-1346,JAACEH01,JAACEH01,JAACEH01 sp011682595,False,True,False,JAACEH010000019.1
WP_051482183.1,JAACZQ010000126.1_5,2.6480000000000002e-79,273,3,225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp009996675,False,False,True,JAACZQ010000126.1
